Orig,ndcg,Bow,ndcg,Vector,ndcg
squandered,0.504755778,squandered,0.457899536,squandered,0.507045664
meter,0.469505143,meter,0.455145314,meter,0.470183262
yesteryear,0.633783847,yesteryear,0.498530235,yesteryear,0.637386161
launching,0.529584386,launching,0.498335201,launching,0.529695677
allan,0.584000546,allan,0.417717786,allan,0.583682881
nicer,0.495169226,nicer,0.460759096,nicer,0.495907583
hokum,0.625153544,hokum,0.49787729,hokum,0.621131219
doorstep,0.497470427,doorstep,0.461050138,doorstep,0.496605222
expedition,0.65910544,expedition,0.507266398,expedition,0.665059278
completes,0.538829588,completes,0.471183694,completes,0.538777945
pirate,0.68501112,pirate,0.475120612,pirate,0.702496966
tracked,0.505348469,tracked,0.486056093,tracked,0.504489934
courier,0.559226646,courier,0.453273316,courier,0.557349219
unspeakable,0.538145722,unspeakable,0.456871651,unspeakable,0.539713122
censored,0.544784321,censored,0.473027534,censored,0.544222228
canned,0.505744075,canned,0.472575238,canned,0.505464128
thanksgiving,0.512771703,thanksgiving,0.404176948,thanksgiving,0.512963073
clarify,0.510199037,clarify,0.465511273,clarify,0.51370958
credentials,0.508143127,credentials,0.481084063,credentials,0.509228735
dissapointing,0.475260265,dissapointing,0.435955229,dissapointing,0.500282911
brillant,0.496232456,brillant,0.471855396,brillant,0.497078786
surrealism,0.632488658,surrealism,0.506567118,surrealism,0.633650142
endeavors,0.517913466,endeavors,0.48431131,endeavors,0.518379699
departments,0.499614215,departments,0.474478203,departments,0.50443319
perennial,0.557460778,perennial,0.486352367,perennial,0.552499022
emma,0.53629982,emma,0.418671608,emma,0.530870203
orchestral,0.666689474,orchestral,0.486621574,orchestral,0.667336974
cosmic,0.497862116,cosmic,0.457794418,cosmic,0.49708772
walmart,0.53648114,walmart,0.473843682,walmart,0.534899571
revisited,0.452301147,revisited,0.435494549,revisited,0.453263554
courts,0.613347803,courts,0.50192647,courts,0.613864625
censors,0.57741958,censors,0.492509695,censors,0.577470968
breeze,0.500010367,breeze,0.460186767,breeze,0.500893444
morris,0.480823004,morris,0.40596506,morris,0.482501158
insisting,0.506372301,insisting,0.481294226,insisting,0.506176534
marching,0.440736479,marching,0.412706184,marching,0.440371502
grinning,0.522069727,grinning,0.458912241,grinning,0.525570658
sway,0.483732402,sway,0.449769618,sway,0.483973321
outings,0.557372401,outings,0.499961499,outings,0.558383275
dominating,0.527079824,dominating,0.474580461,dominating,0.528382735
boobs,0.619298093,boobs,0.492488982,boobs,0.620280953
simpson,0.503689762,simpson,0.371696868,simpson,0.501536679
cheerfully,0.579593489,cheerfully,0.486961382,cheerfully,0.580641067
pastiche,0.551220495,pastiche,0.459380192,pastiche,0.547790894
interviewing,0.572627479,interviewing,0.536955488,interviewing,0.57402158
hows,0.479277232,hows,0.461863407,hows,0.479144083
dispute,0.50852656,dispute,0.472208702,dispute,0.508898919
stupidest,0.564078407,stupidest,0.512906187,stupidest,0.562826599
uninvolving,0.523153038,uninvolving,0.475191573,uninvolving,0.525494163
conjure,0.513494772,conjure,0.492074505,conjure,0.512964213
bravely,0.502406184,bravely,0.477383249,bravely,0.503035064
fares,0.366142483,fares,0.347098617,fares,0.363861098
swell,0.412944296,swell,0.387977137,swell,0.412924015
fonda,0.608586447,fonda,0.434298491,fonda,0.620617719
jolly,0.579311495,jolly,0.4873624,jolly,0.581896921
locker,0.581270608,locker,0.491519721,locker,0.581124499
hardship,0.617673207,hardship,0.512252332,hardship,0.618356888
reprising,0.560426533,reprising,0.48112007,reprising,0.559638925
valiant,0.380091439,valiant,0.368505385,valiant,0.381841227
functioning,0.476488475,functioning,0.433929578,functioning,0.476321488
glimmer,0.450998077,glimmer,0.403367469,glimmer,0.452270724
modeled,0.509126952,modeled,0.474783627,modeled,0.509939742
messes,0.486450696,messes,0.466072517,messes,0.486544198
sydney,0.54804731,sydney,0.389132396,sydney,0.541589639
dramatization,0.595515388,dramatization,0.548645721,dramatization,0.595181953
congress,0.650736709,congress,0.48234055,congress,0.651039564
efficiently,0.512001566,efficiently,0.482106811,efficiently,0.514296935
cringing,0.5040393,cringing,0.469115914,cringing,0.504278753
nit,0.504600796,nit,0.480485021,nit,0.508931108
quits,0.492981297,quits,0.460078948,quits,0.495879579
spreads,0.585600149,spreads,0.492857533,spreads,0.587223747
caribbean,0.7510025,caribbean,0.454460461,caribbean,0.754861329
sweeps,0.567998185,sweeps,0.496242945,sweeps,0.569053435
abuses,0.583256743,abuses,0.488790526,abuses,0.584746407
ditzy,0.635160697,ditzy,0.523869601,ditzy,0.655957504
shops,0.527742853,shops,0.4651505,shops,0.528074284
alternates,0.493329288,alternates,0.472494536,alternates,0.494715206
maligned,0.53486585,maligned,0.478557911,maligned,0.534911188
preach,0.537798639,preach,0.437494234,preach,0.534621984
phillip,0.460532784,phillip,0.39724664,phillip,0.457672417
succumb,0.494947008,succumb,0.454469657,succumb,0.495594943
perils,0.457688924,perils,0.441284162,perils,0.457949514
heed,0.507117241,heed,0.472977896,heed,0.506723027
calmly,0.544108281,calmly,0.489688973,calmly,0.548981041
distributors,0.49315057,distributors,0.455566774,distributors,0.493244355
punched,0.507089698,punched,0.451764846,punched,0.507735929
truer,0.597750267,truer,0.483516578,truer,0.595682147
vacant,0.507651036,vacant,0.465691093,vacant,0.507734572
puns,0.611707009,puns,0.529574288,puns,0.612536414
slacker,0.587086595,slacker,0.436016999,slacker,0.58066026
concocted,0.475237287,concocted,0.456471849,concocted,0.476023166
unnamed,0.542239607,unnamed,0.485803396,unnamed,0.543476151
achingly,0.552251128,achingly,0.503963529,achingly,0.551696885
kgharris,0.643756911,kgharris,0.495754744,kgharris,0.640524494
empathetic,0.532547338,empathetic,0.483009679,empathetic,0.53147714
operative,0.693272704,operative,0.537245704,operative,0.690020428
fragmented,0.561051788,fragmented,0.49629588,fragmented,0.561611487
patricia,0.485619935,patricia,0.434970466,patricia,0.482424392
narratives,0.519479506,narratives,0.468886833,narratives,0.519938119
dastardly,0.563908603,dastardly,0.510831273,dastardly,0.562755232
godzilla,0.75491926,godzilla,0.435273063,godzilla,0.759784101
varies,0.506759425,varies,0.463292988,varies,0.508451628
aaron,0.480524451,aaron,0.414368825,aaron,0.478460748
blog,0.508187742,blog,0.407977618,blog,0.517732385
peters,0.425051831,peters,0.392957608,peters,0.426653591
esta,0.804133834,esta,0.412137104,esta,0.805971971
superiors,0.628244359,superiors,0.557396035,superiors,0.63182437
wires,0.643517089,wires,0.513398058,wires,0.647099787
freezing,0.578290486,freezing,0.454880212,freezing,0.580138808
mia,0.526976035,mia,0.373357093,mia,0.525375693
jumbo,0.468312228,jumbo,0.423083787,jumbo,0.46705526
debating,0.490544886,debating,0.449752749,debating,0.485742153
proclaims,0.501241686,proclaims,0.473605895,proclaims,0.501811401
humming,0.600040432,humming,0.553832763,humming,0.603733362
devastation,0.559787557,devastation,0.487714693,devastation,0.563219561
simplest,0.511762066,simplest,0.468291284,simplest,0.51067512
americana,0.60430372,americana,0.478768917,americana,0.606271078
sexes,0.626045651,sexes,0.506432766,sexes,0.622691969
unfaithful,0.670548711,unfaithful,0.454038238,unfaithful,0.670657316
efficiency,0.500770175,efficiency,0.455037003,efficiency,0.500174376
farmers,0.710019797,farmers,0.465089474,farmers,0.70960881
islands,0.637352716,islands,0.469866191,islands,0.639874075
consisted,0.474930053,consisted,0.458569386,consisted,0.475380611
constitutes,0.490313227,constitutes,0.46486325,constitutes,0.491374832
epilogue,0.486432692,epilogue,0.463238364,epilogue,0.487299468
middling,0.518961861,middling,0.473050075,middling,0.517905914
funded,0.535126619,funded,0.490401461,funded,0.537549013
dives,0.518643548,dives,0.463367748,dives,0.515776933
clocks,0.533324095,clocks,0.448996006,clocks,0.533106396
forthcoming,0.486153166,forthcoming,0.455471062,forthcoming,0.486885721
dwelling,0.51675251,dwelling,0.478389789,dwelling,0.517004337
tread,0.447874584,tread,0.421366232,tread,0.449279216
classification,0.678744878,classification,0.475447826,classification,0.678653492
dissapointment,0.474269986,dissapointment,0.439541509,dissapointment,0.472287151
spills,0.500035363,spills,0.476605307,spills,0.500301713
boiling,0.453739893,boiling,0.418515376,boiling,0.45314713
posh,0.57474989,posh,0.482499184,posh,0.575146596
hellish,0.606059434,hellish,0.525252842,hellish,0.607211884
avenue,0.427485308,avenue,0.384670849,avenue,0.425917905
liquor,0.570500953,liquor,0.451186451,liquor,0.571452585
fledged,0.502814018,fledged,0.458442331,fledged,0.512645653
spill,0.486279794,spill,0.446052816,spill,0.488010367
weigh,0.484393894,weigh,0.449240255,weigh,0.481858306
abandoning,0.572515085,abandoning,0.474076576,abandoning,0.573053906
precursor,0.522273545,precursor,0.477827398,precursor,0.523751631
herd,0.560905497,herd,0.512132437,herd,0.566773329
banging,0.512311308,banging,0.474393143,banging,0.511227452
sid,0.709472177,sid,0.421436899,sid,0.710637751
glen,0.522906131,glen,0.385113658,glen,0.522590004
tactic,0.504716612,tactic,0.487320271,tactic,0.504603551
comrades,0.556486371,comrades,0.50814076,comrades,0.556107932
reverence,0.532261824,reverence,0.501808832,reverence,0.53386495
exile,0.506801148,exile,0.452645648,exile,0.506128149
unforgiving,0.577206615,unforgiving,0.479154443,unforgiving,0.57855496
founder,0.543326936,founder,0.493883147,founder,0.544594768
crux,0.482518653,crux,0.447541092,crux,0.482795903
kurt,0.443486156,kurt,0.39917464,kurt,0.446986287
fort,0.695044348,fort,0.51065398,fort,0.700806369
inserts,0.443395328,inserts,0.416578458,inserts,0.44369329
mines,0.490130008,mines,0.391785072,mines,0.482626044
arthouse,0.580789436,arthouse,0.506441688,arthouse,0.580942889
swords,0.62754502,swords,0.523145218,swords,0.626050323
kitsch,0.536975116,kitsch,0.471891319,kitsch,0.538894734
adjusted,0.51741404,adjusted,0.467895831,adjusted,0.51801529
frills,0.492539681,frills,0.421895582,frills,0.493785015
reversed,0.49853124,reversed,0.457057454,reversed,0.493668154
soil,0.446688295,soil,0.401202461,soil,0.446032441
chalk,0.408734295,chalk,0.374634014,chalk,0.408717035
shove,0.433551856,shove,0.415690505,shove,0.434266279
railroad,0.696119931,railroad,0.483645887,railroad,0.696877412
enlist,0.607642297,enlist,0.496430061,enlist,0.612192114
potty,0.695713223,potty,0.584606916,potty,0.692228204
skit,0.708945815,skit,0.53761962,skit,0.712523177
undermine,0.483325725,undermine,0.465325897,undermine,0.482595346
restrictions,0.515546143,restrictions,0.471492319,restrictions,0.513883637
flowed,0.477502088,flowed,0.441055436,flowed,0.477819724
launches,0.469838369,launches,0.429242002,launches,0.469954647
collage,0.524293482,collage,0.473020397,collage,0.523489276
anime,0.830578524,anime,0.591682802,anime,0.829067949
nameless,0.505722241,nameless,0.461352599,nameless,0.505620303
beatles,0.791168059,beatles,0.445598748,beatles,0.80106368
satisfies,0.515836579,satisfies,0.469881152,satisfies,0.516259414
extraneous,0.468966856,extraneous,0.452758523,extraneous,0.469892148
baron,0.546963638,baron,0.423095166,baron,0.545465108
reside,0.490945491,reside,0.451477869,reside,0.492547735
infatuation,0.536232011,infatuation,0.502734337,infatuation,0.535526553
extensively,0.491613689,extensively,0.471085628,extensively,0.492570281
comeuppance,0.535796417,comeuppance,0.47554814,comeuppance,0.534067817
weed,0.752050479,weed,0.454663663,weed,0.751747479
refrain,0.479621889,refrain,0.46464665,refrain,0.479252906
tackled,0.511235202,tackled,0.466321334,tackled,0.511807523
suspensful,0.584738542,suspensful,0.538649998,suspensful,0.585713071
mishaps,0.556851522,mishaps,0.527743042,mishaps,0.557671253
cooks,0.586119163,cooks,0.443383498,cooks,0.586949618
cole,0.559058535,cole,0.435763771,cole,0.565575339
grinding,0.504634003,grinding,0.457301565,grinding,0.500219649
benevolent,0.511251201,benevolent,0.485811142,benevolent,0.50846746
wasteland,0.547850503,wasteland,0.477074721,wasteland,0.548503824
cleared,0.436655874,cleared,0.401180478,cleared,0.433759626
democratic,0.73060045,democratic,0.518743789,democratic,0.72911472
chronological,0.563211583,chronological,0.482941787,chronological,0.56695938
stunk,0.516773536,stunk,0.47918492,stunk,0.517715739
sporadic,0.483147872,sporadic,0.464188807,sporadic,0.483995582
carpenter,0.519800688,carpenter,0.389332718,carpenter,0.510627418
mario,0.491681681,mario,0.371600233,mario,0.490597529
centering,0.492114737,centering,0.463271307,centering,0.493729497
trucks,0.505572651,trucks,0.410547624,trucks,0.505310777
wrecked,0.478244028,wrecked,0.416788506,wrecked,0.481175402
clowns,0.41521613,clowns,0.335073816,clowns,0.403882848
subconscious,0.517046301,subconscious,0.434695403,subconscious,0.514521356
urgent,0.535462216,urgent,0.478978419,urgent,0.536356366
visibly,0.482336127,visibly,0.468584807,visibly,0.482655728
phenomena,0.573690998,phenomena,0.474472348,phenomena,0.575379662
sherlock,0.88560032,sherlock,0.427540901,sherlock,0.883967914
attest,0.494728746,attest,0.464314418,attest,0.49528705
announcement,0.496969004,announcement,0.455926562,announcement,0.497778571
realises,0.54093461,realises,0.497411171,realises,0.539139263
hamilton,0.520484561,hamilton,0.408121342,hamilton,0.521630112
frighten,0.594023779,frighten,0.528969648,frighten,0.594785074
communicating,0.519771059,communicating,0.472818518,communicating,0.520833217
composers,0.649794828,composers,0.461341112,composers,0.658970581
kubricks,0.547171678,kubricks,0.364214622,kubricks,0.535655848
preservation,0.524228933,preservation,0.46633318,preservation,0.52991992
arranges,0.517795988,arranges,0.491470506,arranges,0.516812555
bette,0.748307913,bette,0.412324307,bette,0.73439252
tourists,0.679424968,tourists,0.467451339,tourists,0.679658825
espionage,0.775631513,espionage,0.529542696,espionage,0.776033799
hairy,0.546456024,hairy,0.483109185,hairy,0.545601089
advisor,0.620500411,advisor,0.485477847,advisor,0.621414238
cocaine,0.619417672,cocaine,0.498859587,cocaine,0.622782945
jabs,0.581535467,jabs,0.495487909,jabs,0.58117469
condensed,0.543396065,condensed,0.473536643,condensed,0.543141556
acute,0.431073013,acute,0.378552135,acute,0.433679396
oceans,0.696018416,oceans,0.366412975,oceans,0.698505374
cheesiness,0.555436355,cheesiness,0.49998788,cheesiness,0.556596332
gutter,0.512170261,gutter,0.465357131,gutter,0.512564794
moreso,0.475851666,moreso,0.453190615,moreso,0.476528626
ceases,0.516771371,ceases,0.453852787,ceases,0.517903295
lounge,0.485267781,lounge,0.405266535,lounge,0.48039007
shudder,0.486308461,shudder,0.464597759,shudder,0.486929654
referenced,0.479484634,referenced,0.459774086,referenced,0.479702985
knowledgeable,0.526926132,knowledgeable,0.490834566,knowledgeable,0.527783788
honed,0.566055924,honed,0.462124218,honed,0.567589101
hinges,0.475936124,hinges,0.460429488,hinges,0.478953447
processes,0.518456251,processes,0.477662304,processes,0.518285657
reclaim,0.513057995,reclaim,0.439616107,reclaim,0.511636824
mourning,0.587605452,mourning,0.480062101,mourning,0.584767089
unhinged,0.499577848,unhinged,0.431097909,unhinged,0.500088628
laurence,0.546215772,laurence,0.4121483,laurence,0.545653603
myers,0.64706199,myers,0.365660602,myers,0.642947039
rainbow,0.435151984,rainbow,0.343538647,rainbow,0.434860391
personas,0.586268866,personas,0.450952973,personas,0.576646659
hacked,0.556991904,hacked,0.503125047,hacked,0.5567983
expands,0.57511112,expands,0.472467823,expands,0.578136917
smiled,0.535022924,smiled,0.486664111,smiled,0.542275667
cooked,0.569461997,cooked,0.44886749,cooked,0.570303716
montgomery,0.46827458,montgomery,0.352540234,montgomery,0.459660404
privy,0.514593938,privy,0.455218385,privy,0.515652781
aching,0.540194216,aching,0.490085836,aching,0.539976055
populate,0.494692162,populate,0.461238999,populate,0.496127652
scum,0.544284992,scum,0.429223331,scum,0.546332475
adoring,0.463636012,adoring,0.42265804,adoring,0.462508864
prostitution,0.740571071,prostitution,0.446739843,prostitution,0.741224909
unbalanced,0.552300903,unbalanced,0.491860619,unbalanced,0.551732614
reprises,0.591634709,reprises,0.504473677,reprises,0.588407774
exuberance,0.572538829,exuberance,0.504650105,exuberance,0.571185093
differing,0.515099145,differing,0.457957244,differing,0.529828001
spoils,0.473166406,spoils,0.451900196,spoils,0.473828872
spewing,0.548098657,spewing,0.483859009,spewing,0.550273556
prospects,0.52642035,prospects,0.499205879,prospects,0.526419273
yearns,0.52628908,yearns,0.496904344,yearns,0.527852455
snl,0.769929359,snl,0.503291562,snl,0.767563684
ranting,0.498295725,ranting,0.453923842,ranting,0.499325802
