,acc,f1,kappa,prec,recall
awaits,0.768779511,0.245916939,0.177378698,0.146755778,0.758273381
tedium,0.766132494,0.256200228,0.188242488,0.152162162,0.810071942
casted,0.785162398,0.264871481,0.198749524,0.159587021,0.778417266
blake,0.762340821,0.24568574,0.176738464,0.145861418,0.778417266
michelle,0.757690657,0.236990313,0.167135768,0.140491453,0.756834532
eclectic,0.783373873,0.262183236,0.195750821,0.157817542,0.774100719
roommate,0.807769352,0.29751634,0.235365041,0.181731076,0.819884726
fullscreen,0.801831449,0.295165394,0.232403919,0.179233622,0.83573487
makings,0.763342395,0.239889706,0.170670544,0.142700929,0.752161383
amuse,0.775862069,0.257406968,0.190224044,0.154042553,0.782420749
confession,0.783803119,0.262926829,0.1966586,0.158250147,0.776657061
alpha,0.833953355,0.332086331,0.274426694,0.207479324,0.831412104
coarse,0.774932036,0.25450237,0.187053233,0.152297221,0.773775216
suprise,0.791672628,0.272727273,0.207688177,0.164954683,0.786743516
leslie,0.764057805,0.243924805,0.175040424,0.145038168,0.766570605
unknowns,0.782157676,0.262175915,0.195743783,0.157588115,0.779538905
attributed,0.766275576,0.242522606,0.173672302,0.144515059,0.753602305
seperate,0.810917156,0.292748194,0.230605695,0.179697766,0.789321789
aficionados,0.771784232,0.249411765,0.181485198,0.149001968,0.764790765
traps,0.774574331,0.250653983,0.18299399,0.150056948,0.76046176
romeo,0.794605809,0.268535032,0.203501906,0.163056931,0.76046176
pad,0.738231507,0.222647121,0.150844809,0.130543099,0.756132756
battlefield,0.840320504,0.337292162,0.280640043,0.212336449,0.81962482
psychiatrist,0.852053226,0.354153654,0.299746934,0.225986449,0.818181818
como,0.859636572,0.374760994,0.322470496,0.240392478,0.849710983
india,0.869366147,0.382691007,0.332025465,0.249779347,0.817919075
capabilities,0.795321219,0.27770765,0.213433462,0.16824717,0.794797688
indictment,0.824366862,0.313286713,0.253696472,0.194242109,0.809248555
hunky,0.810058664,0.299657083,0.238055132,0.183225806,0.821997106
convicted,0.860495064,0.370967742,0.318616143,0.238688252,0.832127352
bounce,0.775146659,0.250417362,0.182948444,0.149914335,0.759768452
demonstration,0.773715839,0.250651504,0.183107421,0.149858357,0.765557164
emptiness,0.809128631,0.289669862,0.22740664,0.177429876,0.788405797
korean,0.83288024,0.329121195,0.271446955,0.205229226,0.830434783
justification,0.794462727,0.266530508,0.201591672,0.161760149,0.756521739
transforming,0.775504364,0.253212756,0.186049709,0.151480638,0.771014493
voiceover,0.785663185,0.267123288,0.201604703,0.160682755,0.791304348
pirates,0.82923165,0.323604421,0.265248012,0.201127157,0.827536232
resorts,0.773358134,0.252477584,0.185126109,0.150789177,0.775362319
stoned,0.836385749,0.328734957,0.27136829,0.20610968,0.811594203
freed,0.785663185,0.258415842,0.192375928,0.155774396,0.757619739
strokes,0.743453999,0.23244863,0.162020697,0.1363294,0.788098694
digest,0.773501216,0.249051233,0.181551781,0.148851715,0.761973875
construct,0.785233939,0.260226713,0.194282623,0.156723063,0.766328012
editorial,0.77378738,0.247142857,0.179526753,0.147821134,0.753265602
answering,0.777865217,0.259480086,0.192995766,0.155251142,0.789550073
sultry,0.81120332,0.294950574,0.233278118,0.180746562,0.801161103
reconcile,0.783946201,0.259803922,0.193742888,0.156296078,0.769230769
calculating,0.8097725,0.291877497,0.229887663,0.178734508,0.795355588
pales,0.782801545,0.257338552,0.191028781,0.154751397,0.763425254
sleek,0.829160109,0.318103941,0.259532288,0.197938877,0.809593023
supplied,0.750178852,0.228798587,0.158551954,0.134895833,0.752906977
blocks,0.778580627,0.248968697,0.18187794,0.149431984,0.745639535
undercurrent,0.761196165,0.242740472,0.174130683,0.143817204,0.777616279
irrational,0.784232365,0.265465173,0.1999004,0.159449971,0.792151163
external,0.800472171,0.277273905,0.213667462,0.168716493,0.777616279
increases,0.787094005,0.264094955,0.19862862,0.159117998,0.776162791
desolate,0.831234798,0.324649299,0.266748618,0.202066999,0.825327511
foreshadowing,0.784947775,0.265754763,0.200340723,0.159671265,0.791848617
forewarned,0.788954071,0.263972056,0.198708064,0.159289371,0.770014556
heyday,0.763199313,0.238730451,0.170037812,0.141764545,0.755458515
childlike,0.805980827,0.29153605,0.229380845,0.17765043,0.812227074
component,0.781442266,0.248462485,0.181612757,0.149496744,0.735080058
venue,0.778509086,0.252173913,0.185387352,0.151172893,0.759825328
rebecca,0.765560166,0.245452452,0.177382406,0.145787746,0.775836972
articles,0.789526399,0.26888668,0.204000415,0.162121666,0.787481805
moneys,0.806624696,0.28397351,0.221364595,0.17357513,0.780203785
disappearing,0.764200887,0.234556433,0.16562496,0.13954131,0.735080058
palace,0.805623122,0.281407035,0.218627016,0.171890145,0.775510204
offset,0.760123051,0.237434615,0.168557355,0.140662894,0.760932945
output,0.765774789,0.239665583,0.17128225,0.142541436,0.752186589
chainsaw,0.869866934,0.387748233,0.337754988,0.252078775,0.839650146
suicidal,0.78244384,0.264570738,0.198991908,0.158596695,0.797376093
blurred,0.792960366,0.265109192,0.200287919,0.160516605,0.760932945
shameful,0.772785806,0.250943396,0.183790915,0.14969049,0.775510204
tastefully,0.781799971,0.259349199,0.193363821,0.155594406,0.778425656
hug,0.782658463,0.258300781,0.192299253,0.155131965,0.771137026
bitten,0.809987123,0.287171229,0.225116292,0.175986842,0.779883382
pics,0.757476034,0.23476298,0.165540622,0.138888889,0.758017493
barred,0.793174989,0.268656716,0.204092159,0.162534435,0.774052478
carnival,0.773644298,0.252716108,0.185742516,0.150789177,0.779883382
addressing,0.766704822,0.248097763,0.180460374,0.147316539,0.78540146
pouring,0.774073544,0.253780718,0.186994887,0.151395546,0.783941606
tide,0.787165546,0.259766111,0.194254052,0.156568686,0.762043796
operates,0.770281872,0.245003527,0.177361939,0.146020179,0.760583942
forrest,0.769494921,0.244016893,0.176256992,0.145373218,0.759124088
gambling,0.858420375,0.367529562,0.31509711,0.235270049,0.839416058
spouting,0.775575905,0.253628361,0.186925859,0.151506538,0.77810219
suggestions,0.781084561,0.254385965,0.188091982,0.152676221,0.762043796
scrutiny,0.788024038,0.265311183,0.200239391,0.159796894,0.781021898
riff,0.768064101,0.246397025,0.178806686,0.146489773,0.774853801
jeremy,0.750822721,0.224103364,0.153915882,0.132194481,0.735380117
naturalistic,0.803548433,0.289337474,0.227084036,0.175786164,0.817251462
creatively,0.786092431,0.259534423,0.194098893,0.156184799,0.767203514
underappreciated,0.757547575,0.245379648,0.177200158,0.144695378,0.806734993
smartest,0.803405351,0.288451579,0.226205881,0.175212331,0.815519766
neutral,0.771784232,0.245862884,0.17854841,0.146602763,0.761346999
camaraderie,0.806982401,0.292976939,0.231301272,0.178423237,0.818448023
baffled,0.793174989,0.267915928,0.203544003,0.161971831,0.774524158
spoon,0.77736443,0.244293346,0.177309072,0.146391153,0.737536657
homework,0.779009873,0.251151515,0.184750795,0.150450189,0.759530792
spotted,0.752754328,0.232341182,0.163041519,0.136910995,0.76686217
futile,0.764057805,0.24149034,0.173488416,0.143207856,0.769794721
elevator,0.779367578,0.256509161,0.190504669,0.153491056,0.780058651
shabby,0.750393475,0.225870868,0.155972012,0.133071895,0.746334311
raymond,0.770067249,0.245539906,0.178184172,0.146171045,0.76686217
aspires,0.765774789,0.24001857,0.17201292,0.142581357,0.758064516
ceiling,0.766633281,0.243506494,0.175800086,0.144628099,0.769794721
messing,0.777650594,0.259294566,0.193376165,0.154809334,0.797653959
marie,0.776863643,0.242409521,0.175261793,0.145269287,0.731671554
ridicule,0.782300758,0.259790805,0.194204333,0.155730534,0.782991202
fearing,0.770997281,0.2462915,0.179132502,0.146662928,0.767988253
stuart,0.730075833,0.206519453,0.134242681,0.120520373,0.720998532
textbook,0.767205609,0.242903676,0.175276282,0.144318496,0.766519824
nauseating,0.781513807,0.258017493,0.192340748,0.154585153,0.779735683
chip,0.770496494,0.234367542,0.166339044,0.139925905,0.720998532
indulgence,0.804907712,0.283687943,0.221392427,0.172744722,0.792951542
walt,0.8530548,0.348350254,0.294518067,0.222087379,0.807352941
renewed,0.789812563,0.268061784,0.203711165,0.161367726,0.791176471
reacts,0.772571183,0.250058976,0.183348305,0.148918235,0.779411765
dearly,0.774216626,0.24605829,0.179168375,0.146891044,0.757352941
madly,0.795535842,0.27535497,0.211896376,0.166360294,0.798529412
spunky,0.779009873,0.255841966,0.189937593,0.15298185,0.780882353
treasures,0.784804693,0.255076771,0.189498153,0.153365098,0.757352941
enticing,0.783445414,0.251668727,0.185764966,0.151263001,0.748529412
footnote,0.795249678,0.270642202,0.206925319,0.163636364,0.782032401
purity,0.792173415,0.274656679,0.210998807,0.1653638,0.810014728
occupation,0.809128631,0.282409898,0.220510516,0.172754195,0.773195876
busting,0.79753899,0.279531568,0.216576679,0.168975069,0.808541973
rub,0.757762198,0.232895333,0.164184807,0.137617135,0.756995582
vitality,0.756045214,0.238839286,0.170462169,0.140752434,0.787923417
retread,0.805980827,0.291906005,0.230469281,0.177347716,0.824483776
unflinching,0.833309486,0.325810185,0.2687919,0.202663787,0.830383481
savor,0.776005151,0.253279275,0.187177878,0.151066856,0.783185841
rounding,0.772213478,0.250823529,0.18431795,0.149216125,0.786135693
squirm,0.799971384,0.274143302,0.211081333,0.166351607,0.778761062
wartime,0.888396051,0.422649889,0.377407705,0.282114625,0.842182891
masquerading,0.758978395,0.229238161,0.160424802,0.135662063,0.738938053
leaning,0.772070396,0.242510699,0.175499575,0.14451686,0.753323486
conversion,0.798612105,0.270536408,0.207214385,0.164047769,0.771048744
crippled,0.779224496,0.257459095,0.191935364,0.153779822,0.790251108
persistent,0.757118329,0.232074191,0.163449377,0.137019231,0.757754801
jury,0.812848762,0.286415712,0.225225432,0.175644028,0.775480059
mesh,0.76727715,0.239775649,0.172282923,0.142420877,0.757754801
kinetic,0.831449421,0.321819229,0.264454374,0.19985699,0.825701625
unbeknownst,0.763485477,0.243131868,0.175656839,0.143863452,0.784342688
pour,0.766132494,0.236749942,0.168975643,0.140599002,0.748892171
banks,0.785448562,0.253422952,0.188025529,0.15239521,0.751846381
explicitly,0.76727715,0.244367015,0.177198992,0.144983462,0.776957164
strangest,0.793675776,0.268762677,0.204970233,0.162228344,0.782865583
ripoff,0.780154529,0.258266956,0.192858003,0.154356607,0.790251108
definitly,0.801116039,0.282395457,0.220047098,0.171097904,0.807976366
emergency,0.80118758,0.277994284,0.215436413,0.168610148,0.791420118
reunite,0.77664902,0.254892601,0.189114897,0.151963574,0.789940828
prompted,0.761911575,0.239835541,0.172124865,0.141815235,0.776627219
marginal,0.745027901,0.217391304,0.147145326,0.127643115,0.732248521
prejudices,0.820002862,0.30458817,0.245224083,0.187287559,0.815088757
sketchy,0.747031049,0.220114689,0.150171812,0.129341628,0.73816568
improvised,0.796322793,0.270187132,0.206757625,0.163410853,0.779585799
craziness,0.795822006,0.268205128,0.204607078,0.162220844,0.773668639
citys,0.805122335,0.285789198,0.224038158,0.173677502,0.806213018
grind,0.773429675,0.240709662,0.173743814,0.143633763,0.74260355
retrospective,0.807483188,0.286396181,0.22486225,0.17447496,0.798816568
premises,0.786879382,0.262075799,0.197531856,0.157346817,0.783703704
catherine,0.757404493,0.232631817,0.164243772,0.137286325,0.761481481
arty,0.820718272,0.301171221,0.241721564,0.185503263,0.8
emulate,0.762555444,0.235781718,0.167908351,0.139585605,0.758518519
giggles,0.783731578,0.259250184,0.194306545,0.155314151,0.783703704
maniacal,0.806410073,0.289017341,0.227653091,0.175662728,0.814814815
repetition,0.770353413,0.240775781,0.173713281,0.143259218,0.754074074
dripping,0.791529546,0.268206931,0.204474066,0.161426844,0.792284866
hardy,0.788095579,0.262082711,0.197702983,0.15748503,0.78041543
differ,0.777865217,0.251265975,0.18548263,0.150014397,0.772997033
centerpiece,0.766060953,0.239534884,0.172218645,0.142029785,0.764094955
electricity,0.763628559,0.238358691,0.170818823,0.14110262,0.767062315
condemned,0.782300758,0.253617856,0.18827878,0.151924772,0.767062315
forceful,0.765989412,0.23449567,0.166819987,0.139205335,0.743323442
tidbits,0.781370725,0.263614458,0.198906169,0.157364787,0.8115727
revel,0.774574331,0.253140555,0.187285423,0.150634697,0.792284866
tricked,0.771855773,0.241977656,0.175264958,0.144029428,0.756315007
behaviors,0.803619974,0.282352941,0.220498367,0.171319797,0.802377415
soulful,0.781943053,0.258754864,0.193830865,0.154696133,0.790490342
recapture,0.788739448,0.271763255,0.208169417,0.162921348,0.81872214
deceptively,0.784375447,0.26523647,0.200913571,0.158646836,0.808320951
charmer,0.816568894,0.292884721,0.23278777,0.179756263,0.790178571
spike,0.790599514,0.267700776,0.204035052,0.160902256,0.796130952
insulted,0.798683646,0.277349769,0.214887819,0.167597765,0.803571429
observes,0.759908428,0.228505747,0.160235032,0.135127787,0.739583333
forefront,0.77664902,0.246621622,0.180612569,0.147177419,0.760416667
recovered,0.771211904,0.244328922,0.177829069,0.145224719,0.769345238
tcm,0.845399914,0.348900271,0.294825118,0.218738194,0.861607143
medieval,0.851123194,0.349484214,0.296014355,0.221210922,0.831845238
teaming,0.796895121,0.272237888,0.209308517,0.164447197,0.790178571
repair,0.766060953,0.235624123,0.16829851,0.139728306,0.751117735
cotton,0.754900558,0.230803772,0.162511346,0.135871002,0.766020864
recovery,0.805980827,0.28405491,0.222642659,0.172601861,0.801788376
parodies,0.850193161,0.348069738,0.294484767,0.219992129,0.833084948
tying,0.764773215,0.234636872,0.167167125,0.139034483,0.751117735
abandons,0.762626985,0.236539347,0.169081321,0.139863946,0.766020864
unfolded,0.797968236,0.275897436,0.21336831,0.166615051,0.801788376
bury,0.764844756,0.2389442,0.171782192,0.141447368,0.76900149
infinite,0.795678924,0.269191402,0.206054019,0.162496138,0.78390462
fidelity,0.78315925,0.261632156,0.197235792,0.156331878,0.801492537
evidenced,0.758549149,0.231382373,0.163420862,0.13652244,0.758208955
components,0.773644298,0.239423077,0.172903739,0.14269341,0.743283582
instruments,0.806839319,0.284578696,0.22334236,0.173002577,0.801492537
churning,0.77164115,0.242165242,0.175714869,0.143986448,0.76119403
deceit,0.833524109,0.314580265,0.257443451,0.195963303,0.797014925
blur,0.788739448,0.259714214,0.19554853,0.156071106,0.773134328
goose,0.786950923,0.250629089,0.185729712,0.150726392,0.743283582
signal,0.786593218,0.250314149,0.185369519,0.15049864,0.743283582
trimmed,0.79396194,0.262672811,0.199143167,0.158480074,0.766816143
shouts,0.755615968,0.227149321,0.158816968,0.133830978,0.750373692
gears,0.776863643,0.244245214,0.178344295,0.145748988,0.753363229
sample,0.759479182,0.230311355,0.162415815,0.135982698,0.75186846
welles,0.80834168,0.282730924,0.221564169,0.17221135,0.789237668
grandiose,0.810344828,0.287939833,0.227263626,0.175507531,0.801195815
immoral,0.808413221,0.286247335,0.225315137,0.174180993,0.802690583
translates,0.759264559,0.232611174,0.164866851,0.137244349,0.762331839
underwritten,0.789669481,0.265734266,0.202120651,0.15952024,0.795216741
fund,0.776505938,0.244315433,0.178397167,0.145743146,0.754857997
unravels,0.814422664,0.281838317,0.221088994,0.172952769,0.76083707
charts,0.778509086,0.242290749,0.176358826,0.144863916,0.739910314
dumbest,0.815424238,0.298913043,0.239337797,0.182663567,0.822122571
comforting,0.776434397,0.246079614,0.1802786,0.146720368,0.762331839
distractions,0.780869938,0.251649157,0.186507852,0.150408879,0.76980568
fundamentally,0.767563314,0.24459428,0.178251063,0.144783925,0.78742515
topless,0.834239519,0.328989285,0.272941367,0.203949731,0.850299401
lows,0.796465875,0.269951245,0.207162273,0.16289873,0.78742515
glue,0.762340821,0.232794457,0.165324653,0.137629711,0.754491018
everybodys,0.774574331,0.242001443,0.175891504,0.144167383,0.752994012
gorgeously,0.810702533,0.291755889,0.231431566,0.177640156,0.815868263
sunk,0.789383317,0.257690368,0.193680399,0.154895423,0.766116942
tiring,0.770281872,0.237835272,0.171266097,0.141285956,0.751124438
forties,0.798826728,0.272633213,0.21026792,0.164738981,0.790104948
societys,0.805408499,0.277748274,0.216193627,0.168764117,0.784107946
techno,0.836528831,0.318520728,0.262108148,0.198808637,0.8005997
burton,0.787523251,0.249621021,0.184943947,0.150106351,0.740629685
qualifies,0.750894262,0.219982079,0.151069355,0.129312615,0.736131934
vanished,0.766990986,0.232382748,0.165240372,0.137863535,0.739130435
omitted,0.813134926,0.292907417,0.232918978,0.17872481,0.811094453
touted,0.767634855,0.243243243,0.176985812,0.143960287,0.783783784
reccommend,0.788095579,0.262082711,0.198367585,0.157108722,0.78978979
humiliation,0.791672628,0.260538344,0.196956067,0.156784841,0.77027027
photograph,0.778652168,0.253738543,0.188859373,0.151149425,0.78978979
tracy,0.7911003,0.261880688,0.198349993,0.157446809,0.777777778
imposing,0.783087709,0.249876299,0.185010247,0.149585308,0.758258258
miraculous,0.794176563,0.267752609,0.204822526,0.161201348,0.78978979
prequel,0.846043783,0.337846154,0.283565533,0.2124613,0.824324324
additions,0.825010731,0.305902384,0.247767384,0.188593422,0.809309309
viable,0.759407641,0.23025864,0.162627019,0.135835809,0.755255255
unlucky,0.769709544,0.241696113,0.175538088,0.143296089,0.771428571
