,acc,f1,kappa,prec,recalls
newman,0.634497067,0.140622372,0.064722349,0.078719397,0.658267717
imitate,0.66640435,0.1388735,0.063786825,0.078661088,0.592125984
jan,0.63907569,0.135093434,0.058895951,0.075798384,0.620472441
allusions,0.668192875,0.138878574,0.063962024,0.078703704,0.589905363
fronts,0.681070253,0.146304098,0.072371708,0.08326068,0.602523659
snaps,0.614751753,0.139363912,0.062975575,0.07753868,0.687697161
portraits,0.642008871,0.153299492,0.078689397,0.0858605,0.714511041
backward,0.671626842,0.148106904,0.073989218,0.083929323,0.629337539
palm,0.639004149,0.13890785,0.06311423,0.077879832,0.641955836
compilation,0.711904421,0.165734411,0.094371624,0.09539709,0.630914826
compulsive,0.623909,0.141994451,0.066037909,0.079191699,0.686119874
pinnacle,0.656245529,0.135635906,0.060097733,0.076548223,0.594637224
consistency,0.679782515,0.150664137,0.077008732,0.085634167,0.626182965
interacting,0.65488625,0.148605718,0.074004269,0.083664547,0.664037855
chronicle,0.704321076,0.169246231,0.097836719,0.096982262,0.664037855
picturesque,0.658892545,0.144292893,0.069486845,0.081409478,0.634069401
biopic,0.831234798,0.273035439,0.21579599,0.169666794,0.69873817
invariably,0.64551438,0.139906266,0.064372217,0.078603472,0.635646688
merciless,0.665617399,0.154180239,0.080324471,0.087080948,0.67192429
emphasized,0.685076549,0.155410591,0.0823959,0.088447259,0.639810427
solace,0.639361854,0.153484467,0.078929861,0.085869974,0.721958926
patiently,0.646158249,0.140424053,0.065061305,0.078890842,0.638230648
loathe,0.650093003,0.136933122,0.061420465,0.077075884,0.612954186
marine,0.745027901,0.185185185,0.116766772,0.108259824,0.639810427
baddies,0.770854199,0.236107799,0.172472793,0.139044944,0.781990521
passionately,0.669909858,0.1598689,0.086683153,0.090347808,0.693522907
flood,0.662898841,0.150684932,0.076593374,0.085045778,0.660347551
geeky,0.668836743,0.160957042,0.087819177,0.090909091,0.701421801
atlantic,0.649377593,0.135778522,0.060157553,0.076419214,0.60821485
toxic,0.633710116,0.143239625,0.067748415,0.08010481,0.67614534
neglect,0.627772213,0.138433515,0.062416724,0.077321495,0.660347551
misunderstanding,0.623694377,0.137987545,0.06194713,0.076965265,0.666139241
partying,0.60444985,0.134606355,0.05783632,0.07469168,0.680379747
tee,0.630705394,0.131853347,0.05552437,0.073767407,0.620253165
amazement,0.682787237,0.149597238,0.076184515,0.08511567,0.617088608
baffling,0.693589927,0.156723765,0.084216092,0.089498538,0.629746835
operator,0.639218772,0.128564023,0.052218141,0.072162949,0.588607595
departed,0.652382315,0.147094962,0.072529937,0.08272458,0.662974684
downbeat,0.601659751,0.138080495,0.061518205,0.076527111,0.705696203
trendy,0.615037917,0.135859965,0.059439438,0.075603217,0.669303797
roses,0.599370439,0.131782946,0.054675377,0.073049158,0.672468354
annie,0.632493919,0.146819465,0.071685421,0.082018927,0.699367089
profane,0.640864215,0.144512611,0.069539651,0.080962383,0.671949287
heartstrings,0.694448419,0.179127426,0.108391346,0.101924759,0.738510301
embodiment,0.673343826,0.151616499,0.078145116,0.085876658,0.64659271
imperfections,0.656245529,0.14910572,0.074917579,0.083931419,0.667194929
shrewd,0.654814709,0.142527101,0.067801722,0.080264211,0.635499208
adolescence,0.640721133,0.148236092,0.073542991,0.08300095,0.692551506
boggling,0.729288883,0.183426845,0.114354569,0.106170372,0.673534073
drain,0.659107168,0.142831445,0.068258035,0.080560065,0.629160063
wal,0.674202318,0.148148148,0.074448088,0.083987275,0.627575277
savior,0.702890256,0.159141527,0.087263453,0.091225627,0.622820919
coffin,0.690084418,0.156542056,0.084001866,0.089234184,0.637083994
cocktail,0.640220346,0.139900804,0.064559152,0.078412577,0.648177496
slaughtered,0.733080555,0.207350754,0.140124339,0.119725221,0.773375594
drifting,0.618972671,0.126312336,0.049486274,0.070435419,0.611111111
barrage,0.687437402,0.158026595,0.085609131,0.089932003,0.650793651
signing,0.65703248,0.138079827,0.063200068,0.077858881,0.60952381
colourful,0.699957075,0.158507223,0.086577641,0.090721176,0.626984127
plunge,0.660895693,0.146253602,0.07210249,0.082486794,0.644444444
flirting,0.638789526,0.146984288,0.072257149,0.082246171,0.69047619
creek,0.687938189,0.148379539,0.075276108,0.084594835,0.603174603
exploiting,0.632708542,0.12746431,0.051202102,0.071360609,0.59618442
offspring,0.648590642,0.13915177,0.06421648,0.078195785,0.631160572
lawyers,0.68157104,0.155888489,0.08322199,0.088501292,0.653418124
unpretentious,0.594648734,0.120459485,0.042717558,0.066746946,0.616852146
peaks,0.684575762,0.151299326,0.078399105,0.086070959,0.624801272
remastering,0.697667764,0.164822134,0.093369693,0.094109682,0.662957075
lofty,0.681714122,0.148516746,0.075314689,0.084421236,0.616852146
crashed,0.728501932,0.168310322,0.098349008,0.097610574,0.610492846
mores,0.664115038,0.152067907,0.07856025,0.085778321,0.669316375
avant,0.65417084,0.140163643,0.065467021,0.078910475,0.626391097
surfing,0.65488625,0.138571429,0.063776738,0.078052706,0.616852146
classify,0.648232937,0.139029942,0.06407521,0.078118851,0.631160572
architecture,0.705251109,0.16734034,0.096456413,0.095833333,0.659235669
perverted,0.647732151,0.14424748,0.069785151,0.080959813,0.660828025
insufferable,0.636357133,0.13803629,0.062791225,0.077244259,0.648089172
disappearance,0.71111747,0.173557102,0.103343211,0.099577266,0.675159236
cab,0.592788668,0.132317073,0.055579644,0.073162508,0.691082803
armor,0.751180426,0.185861423,0.118280828,0.108946213,0.632165605
reproduction,0.701888682,0.169092722,0.098208879,0.096649191,0.675159236
nagging,0.649306052,0.141806723,0.067205131,0.079661684,0.644904459
freaked,0.742309343,0.201330377,0.13438036,0.116950026,0.722929936
thompson,0.638861067,0.126643599,0.050603962,0.071040373,0.582802548
wolves,0.707540421,0.166734611,0.095894904,0.095605423,0.651273885
doubtful,0.6787094,0.146360008,0.073007526,0.083099504,0.613057325
unavailable,0.61668336,0.120774532,0.043819118,0.067312969,0.58692185
conniving,0.628773787,0.138755187,0.063481217,0.077436087,0.666666667
insecurities,0.64193733,0.154989026,0.081294531,0.086669184,0.732057416
shakespearean,0.672056088,0.138345865,0.064294956,0.07841466,0.58692185
dip,0.680927171,0.151122954,0.078303054,0.085800735,0.633173844
berlin,0.693303763,0.161876833,0.090266821,0.092245989,0.660287081
craze,0.650450708,0.146997207,0.072931599,0.082532837,0.671451356
frighteningly,0.6628273,0.154618834,0.081484043,0.087105901,0.687400319
cia,0.76799256,0.227305218,0.163469535,0.133613445,0.76076555
prayer,0.6628273,0.146968326,0.073263621,0.082890976,0.647527911
televisions,0.665617399,0.13986014,0.065714318,0.079051383,0.606060606
navigate,0.661897267,0.143219724,0.069207926,0.080793618,0.629984051
robots,0.820503649,0.257472625,0.19894294,0.15806686,0.693779904
christianity,0.706109601,0.177742194,0.107845197,0.101601831,0.709265176
commend,0.66068107,0.141538462,0.067476681,0.079812207,0.624600639
reels,0.669194448,0.141796585,0.068018314,0.080218396,0.610223642
obscene,0.646444413,0.141417651,0.066932643,0.079337232,0.650159744
garde,0.643225068,0.137644821,0.062786184,0.077176653,0.635782748
hughes,0.620117327,0.134333225,0.058619493,0.07480029,0.658146965
leo,0.646444413,0.133894147,0.058843754,0.07519685,0.610223642
truthfully,0.652954643,0.138212826,0.063673426,0.077753348,0.621405751
bonuses,0.691085992,0.151669941,0.079349604,0.086469534,0.616613419
dignified,0.660824152,0.147148768,0.073508534,0.082911008,0.653354633
speeding,0.712190585,0.162049573,0.091268057,0.093173653,0.621405751
butler,0.631993132,0.133423181,0.058057848,0.074562229,0.6336
verve,0.642366576,0.134372294,0.059357896,0.075339806,0.6208
overwhelm,0.692588353,0.160906073,0.089414075,0.091637011,0.6592
lied,0.6787094,0.148625592,0.075767699,0.084301075,0.6272
biological,0.692230648,0.158121331,0.086415361,0.090078038,0.6464
unquestionably,0.678852482,0.146090926,0.073052631,0.082901554,0.6144
snapshot,0.646372872,0.147023296,0.073071576,0.082398453,0.6816
farewell,0.637144084,0.141212326,0.066572935,0.078962318,0.6672
exceeds,0.694090714,0.153267327,0.081277482,0.087457627,0.6192
bearable,0.651738446,0.137491141,0.062975748,0.077306236,0.6208
gimmicky,0.673701531,0.152072876,0.079305237,0.086032814,0.6544
forgivable,0.670696809,0.136883555,0.06290359,0.077527613,0.584
chop,0.676277007,0.15876557,0.086681233,0.08980021,0.684294872
impatient,0.669838317,0.149308756,0.076326005,0.084357426,0.649038462
fictionalized,0.758262985,0.201370834,0.13557474,0.118103687,0.682692308
robbing,0.721633996,0.173358827,0.103963465,0.099926525,0.653846154
educate,0.738374589,0.188235294,0.12059469,0.109250193,0.679487179
bombastic,0.700744026,0.155461337,0.08408616,0.08891455,0.617977528
pondering,0.667048219,0.149488304,0.076543284,0.084347288,0.656500803
warners,0.695020747,0.162968781,0.091924555,0.092841163,0.666131621
flare,0.702532551,0.153156823,0.081684676,0.087707021,0.6035313
insurance,0.629989984,0.141719217,0.06716286,0.079030168,0.685393258
gossip,0.630133066,0.146019161,0.071793328,0.081384644,0.709470305
bases,0.696523108,0.15261686,0.080882959,0.087154917,0.613162119
lords,0.708112749,0.172749392,0.102881743,0.098862845,0.683788122
ditch,0.649449134,0.124061494,0.048707104,0.069804868,0.556982343
newspapers,0.683574188,0.147619965,0.075070562,0.083880859,0.614767255
orson,0.676205466,0.147324793,0.074509308,0.083457844,0.627608347
frances,0.644870511,0.131560532,0.056634178,0.073826821,0.6035313
housewife,0.612033195,0.139888977,0.064759108,0.077613516,0.707865169
amusingly,0.625482902,0.134853743,0.059662089,0.075165807,0.654895666
hanks,0.653097725,0.145851682,0.072225592,0.081915315,0.664526485
boxing,0.72192016,0.169266937,0.099802052,0.097609071,0.636655949
exorcist,0.790957218,0.2390625,0.177737029,0.142635177,0.737942122
bike,0.661611103,0.143426295,0.069980474,0.080816327,0.636655949
eachother,0.627843754,0.133577615,0.058464635,0.074507618,0.644694534
groove,0.653813135,0.146711338,0.073394603,0.082376238,0.669887279
disks,0.742523966,0.188500564,0.121361739,0.109596224,0.67310789
budgeted,0.681785663,0.148219073,0.075871442,0.08411215,0.623188406
imminent,0.700600944,0.155057541,0.08386115,0.088642659,0.618357488
acquaintance,0.633924739,0.138407139,0.063930576,0.077284693,0.661835749
arizona,0.73343826,0.165322581,0.096187047,0.096018735,0.594202899
punching,0.705751896,0.160440906,0.089819312,0.091865358,0.632850242
jake,0.644012019,0.131891137,0.057195002,0.07395813,0.608695652
tangible,0.634997854,0.141077441,0.066944855,0.078759398,0.675806452
disasters,0.666905137,0.14095941,0.067716315,0.079583333,0.616129032
contacts,0.68514809,0.156735007,0.085224959,0.088932377,0.659677419
becuase,0.711618257,0.164905739,0.094928858,0.094604231,0.641935484
dealings,0.694019173,0.162849873,0.092081852,0.092670973,0.670967742
dour,0.614823294,0.130771715,0.055360013,0.072658773,0.653225806
motor,0.642366576,0.127117164,0.05213428,0.071274721,0.587096774
forum,0.667048219,0.140694239,0.067436121,0.079441201,0.614516129
overs,0.698740879,0.150836862,0.079378456,0.086194976,0.603225806
victorian,0.708971241,0.170473083,0.100788362,0.097572362,0.674193548
wierd,0.689225926,0.156832298,0.085466467,0.089143866,0.651612903
affable,0.647302905,0.140216254,0.066460435,0.078592375,0.649434572
rookie,0.726355702,0.177596216,0.109200354,0.102430556,0.66720517
mounting,0.685076549,0.156381755,0.084952061,0.088714938,0.659127625
skeleton,0.697596223,0.165119494,0.094745461,0.094059406,0.675282714
assumptions,0.647302905,0.138714186,0.064846474,0.077766895,0.641357027
youngster,0.68157104,0.152674662,0.080861295,0.086534312,0.647819063
mercifully,0.6513092,0.133048737,0.058872697,0.074755147,0.604200323
leaden,0.63907569,0.132714458,0.058290802,0.074245047,0.624595469
outlaw,0.794820432,0.221920781,0.16010514,0.133311604,0.661812298
intervention,0.686149664,0.153252268,0.081740817,0.087004164,0.642394822
precocious,0.675847761,0.158588672,0.087132344,0.089574156,0.690938511
disconcerting,0.672056088,0.150796591,0.078654096,0.085146444,0.658576052
contemplate,0.667477465,0.140850277,0.067840101,0.079507513,0.616504854
crooks,0.777078266,0.217085427,0.153885401,0.128494943,0.699029126
slash,0.758262985,0.204004711,0.139045635,0.119349504,0.70178282
aloud,0.650021462,0.135689046,0.061900018,0.076145152,0.622366288
solitary,0.642295035,0.136442142,0.062497544,0.076358013,0.640194489
enigma,0.691515238,0.163043478,0.092524419,0.09261301,0.680713128
actuality,0.669265989,0.1389458,0.0659636,0.078493266,0.604538088
margaret,0.630204607,0.133154452,0.05864941,0.07426113,0.643435981
caveat,0.681642581,0.145873321,0.073789365,0.082734596,0.615883306
weirdly,0.651166118,0.135767458,0.062016382,0.076218905,0.620745543
cozy,0.623050508,0.128370554,0.053326952,0.071481209,0.628849271
stealer,0.639361854,0.14137285,0.067719093,0.078987438,0.6726094
reeks,0.619831163,0.125123477,0.049755916,0.069635331,0.615883306
grudge,0.711546716,0.168659794,0.099256897,0.096621781,0.662884927
saddest,0.625196738,0.126396532,0.051257291,0.070446097,0.614262561
hudson,0.656746316,0.13829023,0.064884662,0.077762068,0.623987034
hosted,0.651881528,0.141798942,0.068627564,0.079540958,0.652597403
uncomfortably,0.58720847,0.124165149,0.048111899,0.068486269,0.663961039
bernard,0.65417084,0.138017118,0.064630762,0.077524038,0.628246753
defying,0.721061668,0.16847942,0.099540576,0.096980113,0.641233766
evoking,0.657461726,0.143776824,0.070908757,0.080787781,0.652597403
reacting,0.635999428,0.137042062,0.063091904,0.076515152,0.655844156
archival,0.780655315,0.223797468,0.161412097,0.132573485,0.717532468
backbone,0.643511232,0.138038402,0.064359703,0.077250726,0.647727273
assembly,0.663399628,0.133677039,0.060242943,0.075389408,0.589285714
velvet,0.638717985,0.132898352,0.058824731,0.07429449,0.629268293
nuff,0.701244813,0.150874339,0.080045655,0.086218917,0.603252033
lunacy,0.687795107,0.158828065,0.088097043,0.09009403,0.669918699
consumption,0.648376019,0.133615371,0.059855394,0.074930803,0.616260163
wikipedia,0.6973816,0.159713945,0.08937244,0.090970808,0.653658537
greeted,0.673129203,0.140357479,0.067821451,0.079361702,0.606504065
uttered,0.662541136,0.138132651,0.065110902,0.077809798,0.614634146
contributing,0.663328087,0.138095238,0.065094194,0.077812178,0.61300813
perceive,0.64844756,0.140909091,0.067804415,0.078926753,0.656351792
vocals,0.818357419,0.249482708,0.191333509,0.152401589,0.687296417
disposal,0.68300186,0.154873164,0.083809706,0.087707928,0.661237785
splatter,0.805050794,0.26371251,0.205492992,0.158082281,0.794788274
narcissistic,0.612748605,0.133504082,0.058956926,0.074028049,0.679153094
blanket,0.642724281,0.134488735,0.060754432,0.075252133,0.631921824
utmost,0.665259694,0.144137553,0.071858884,0.081170169,0.64274062
grieving,0.648018314,0.148199446,0.075736465,0.08289754,0.698205546
clumsily,0.629274574,0.124662162,0.049963447,0.069530808,0.601957586
monotone,0.663328087,0.133014001,0.059867976,0.074974039,0.588907015
scars,0.625697525,0.140604468,0.067012441,0.078173516,0.698205546
gen,0.708685077,0.153782211,0.083648331,0.088116218,0.603588907
execute,0.713549864,0.168604651,0.099690196,0.096597668,0.662316476
whimsy,0.698383174,0.169097359,0.099776172,0.096145226,0.700980392
amazes,0.672986121,0.136732767,0.064264535,0.077300876,0.591503268
millennium,0.714980684,0.161263158,0.091997096,0.092556791,0.625816993
limb,0.657604808,0.136412847,0.063459843,0.076673428,0.617647059
apologies,0.645800544,0.124801131,0.050664825,0.069970268,0.576797386
shapes,0.672270711,0.146132339,0.074320667,0.082474227,0.640522876
laundry,0.599298898,0.121136043,0.045587431,0.067002257,0.630718954
slang,0.633495493,0.133603924,0.059795002,0.074514243,0.645424837
dizzying,0.683431106,0.155373163,0.084577074,0.087961962,0.66503268
marriages,0.664043497,0.161128975,0.090168461,0.090453269,0.736928105
mum,0.611246244,0.12664738,0.051782674,0.070231729,0.64379085
soo,0.664830448,0.147096304,0.075132321,0.082769924,0.660130719
manipulating,0.678351696,0.149451381,0.078068052,0.084510056,0.645424837
customs,0.676920876,0.142748671,0.07094833,0.080738673,0.615384615
tougher,0.657819431,0.142677899,0.070302123,0.080112721,0.651391162
atleast,0.697023895,0.158553547,0.088544625,0.090230665,0.653027823
dealers,0.73343826,0.186462882,0.1197769,0.107583774,0.698854337
gum,0.670124481,0.137324602,0.064921932,0.077524292,0.600654664
dub,0.676205466,0.150206534,0.078920612,0.084835631,0.654664484
promo,0.677636286,0.14302016,0.071261967,0.080912417,0.615384615
charity,0.602232079,0.126335638,0.051365317,0.069876586,0.657937807
famously,0.679925597,0.150075988,0.078897048,0.084891468,0.646481178
crave,0.653169266,0.135212273,0.062159345,0.075875876,0.620294599
kirk,0.677421663,0.143589744,0.071865659,0.081220456,0.618657938
legally,0.647374446,0.137532808,0.064491538,0.076998433,0.643207856
abyss,0.669409071,0.151331497,0.079921357,0.085229624,0.674304419
recruits,0.719917012,0.167906482,0.099397498,0.096482658,0.646481178
smokes,0.625983689,0.132714001,0.058769155,0.07384161,0.654664484
impresses,0.621905852,0.135166094,0.061307705,0.075090909,0.67594108
removes,0.64265274,0.133564614,0.060219611,0.074684772,0.631147541
robust,0.685791959,0.145525292,0.074320269,0.082560706,0.613114754
bye,0.65703248,0.135904831,0.063124993,0.076346699,0.618032787
climaxes,0.663757333,0.142648668,0.07055327,0.080254516,0.640983607
corrupted,0.686435828,0.162750716,0.092796384,0.092108108,0.698360656
kiddie,0.848619259,0.283197832,0.229870601,0.178479932,0.685245902
spreading,0.663113464,0.146765718,0.074951232,0.082501528,0.663934426
yards,0.669409071,0.13674575,0.064391358,0.07716635,0.6
karate,0.783660037,0.222222222,0.160442196,0.131787675,0.708196721
rebels,0.700958649,0.158276279,0.088492202,0.090220386,0.644262295
attain,0.663685792,0.138221815,0.065802842,0.077812178,0.618032787
melody,0.741450851,0.177514793,0.110669795,0.103065539,0.639344262
sweaty,0.662612677,0.143168605,0.071190003,0.080490296,0.646962233
sneaking,0.65202461,0.132667618,0.059624612,0.074414883,0.610837438
claude,0.663471169,0.147208122,0.075547843,0.082738944,0.666666667
