unsupervised,ndcg,vector space input nnet,ndcg,bow input nnet,0,unsupervised vector diff,,unsupervised bow diff,,,
"else (anything, tell)",0.391623728,"else (right, something)",0.476528752,"else (avoid, came)",0.322825604,"else (avoid, came)",,"else (avoid, came)",0.068798124,,-0.084905024
"elses (everyone, someone)",0.699052918,"elses (injured, 3000)",0.742097616,"elses (kick, lawyer)",0.478500992,"elses (kick, lawyer)",,"elses (kick, lawyer)",0.220551926,,-0.043044698
"elsewhere (unreasonable, expect)",0.336485243,"elsewhere (april, servers)",0.386554985,"elsewhere (sections, prefer)",0.294529816,"elsewhere (sections, prefer)",,"elsewhere (sections, prefer)",0.041955427,,-0.050069742
"elvis (obo, politically)",0.392496074,"elvis (brewer, scaling)",0.445021849,"elvis (sticks, tribe)",0.313499588,"elvis (sticks, tribe)",,"elvis (sticks, tribe)",0.078996486,,-0.052525775
"em (theyre, county)",0.470123695,"em (19, additional)",0.581769755,"em (hour, huge)",0.397580186,"em (hour, huge)",,"em (hour, huge)",0.072543509,,-0.11164606
"emacs (prefered, demos)",0.454428074,"emacs (rebuild, joystick)",0.55155831,"emacs (briefing, sundays)",0.33774944,"emacs (briefing, sundays)",,"emacs (briefing, sundays)",0.116678634,,-0.097130236
"email (please, mail)",0.404492266,"email (please, post)",0.387301466,"email (please, key)",0.297193701,"email (please, key)",,"email (please, key)",0.107298565,,0.0171908
"emailed (refresh, hart)",0.382432999,"emailed (conditional, breathing)",0.431179328,"emailed (faithful, voting)",0.313934495,"emailed (faithful, voting)",,"emailed (faithful, voting)",0.068498504,,-0.048746329
"embargo (croats, bosnians)",0.41670609,"embargo (bosnians, weaponry)",0.5015908,"embargo (abusive, supporter)",0.353387775,"embargo (abusive, supporter)",,"embargo (abusive, supporter)",0.063318315,,-0.08488471
"embarrassed (territories, ludicrous)",0.361081277,"embarrassed (silly, denying)",0.465232082,"embarrassed (emotion, risen)",0.296820378,"embarrassed (emotion, risen)",,"embarrassed (emotion, risen)",0.064260899,,-0.104150805
"embassy (hostage, hearings)",0.33810448,"embassy (ceremony, cpr)",0.39108065,"embassy (850, 202)",0.280455861,"embassy (850, 202)",,"embassy (850, 202)",0.057648619,,-0.05297617
"embedded (demon, updated)",0.340552122,"embedded (delays, maps)",0.402777737,"embedded (retain, wider)",0.278140527,"embedded (retain, wider)",,"embedded (retain, wider)",0.062411595,,-0.062225615
"embrace (christ, listened)",0.47074403,"embrace (preached, accountability)",0.558568149,"embrace (relationships, horrors)",0.291786961,"embrace (relationships, horrors)",,"embrace (relationships, horrors)",0.178957069,,-0.087824119
"emerge (contrary, guard)",0.530350898,"emerge (ftpuunet, petri)",0.639044861,"emerge (intro, wary)",0.350142083,"emerge (intro, wary)",,"emerge (intro, wary)",0.180208815,,-0.108693963
"emergency (conscious, lifting)",0.347343308,"emergency (code, educational)",0.403306918,"emergency (universe, relatives)",0.291773041,"emergency (universe, relatives)",,"emergency (universe, relatives)",0.055570267,,-0.05596361
"emerging (81, accompanying)",0.530938333,"emerging (welcomed, adjustments)",0.590805634,"emerging (handler, 1000000)",0.360217886,"emerging (handler, 1000000)",,"emerging (handler, 1000000)",0.170720447,,-0.059867301
"emerson (horror, shanahan)",0.544048735,"emerson (shanahan, destiny)",0.682631305,"emerson (kitchen, contracted)",0.322373211,"emerson (kitchen, contracted)",,"emerson (kitchen, contracted)",0.221675524,,-0.13858257
"emissions (earths, cellular)",0.468193359,"emissions (goalie, 691)",0.564700599,"emissions (launches, chopped)",0.309251504,"emissions (launches, chopped)",,"emissions (launches, chopped)",0.158941855,,-0.09650724
"emit (islanders, adjust)",0.445437248,"emit (deprived, corporation)",0.530496805,"emit (faulty, mysterious)",0.285570542,"emit (faulty, mysterious)",,"emit (faulty, mysterious)",0.159866706,,-0.085059557
"emm386 (ipc, multitasking)",0.474940003,"emm386 (ephesians, 256k)",0.685351515,"emm386 (yzerman, speedstar)",0.3771772,"emm386 (yzerman, speedstar)",,"emm386 (yzerman, speedstar)",0.097762803,,-0.210411512
"emotion (notion, enjoys)",0.359163646,"emotion (referenced, ol)",0.40135829,"emotion (1000000, provisions)",0.284385349,"emotion (1000000, provisions)",,"emotion (1000000, provisions)",0.074778297,,-0.042194644
"emotional (feelings, discuss)",0.440291628,"emotional (turn, positive)",0.496040003,"emotional (ignoring, investigations)",0.314980785,"emotional (ignoring, investigations)",,"emotional (ignoring, investigations)",0.125310843,,-0.055748375
"emotionally (enlighten, bodily)",0.404685043,"emotionally (preached, fiction)",0.442176786,"emotionally (misunderstood, interpretations)",0.321127661,"emotionally (misunderstood, interpretations)",,"emotionally (misunderstood, interpretations)",0.083557382,,-0.037491743
"emotions (listened, obligated)",0.425820131,"emotions (damaged, doctrines)",0.488785915,"emotions (irrational, insulting)",0.334018746,"emotions (irrational, insulting)",,"emotions (irrational, insulting)",0.091801385,,-0.062965784
"emphasis (regulars, importance)",0.497648686,"emphasis (32bit, iii)",0.672239363,"emphasis (five, category)",0.362973412,"emphasis (five, category)",,"emphasis (five, category)",0.134675274,,-0.174590677
"emphasize (supplement, awareness)",0.460667588,"emphasize (knew, illustrated)",0.494754149,"emphasize (beliefs, engage)",0.327635979,"emphasize (beliefs, engage)",,"emphasize (beliefs, engage)",0.133031609,,-0.034086561
"emphasized (1970s, approve)",0.358552453,"emphasized (militarily, 80s)",0.357008149,"emphasized (creator, investigator)",0.307675993,"emphasized (creator, investigator)",,"emphasized (creator, investigator)",0.05087646,,0.001544304
"empire (ottoman, persecution)",0.558607471,"empire (iii, kars)",0.757013395,"empire (intervention, football)",0.466763782,"empire (intervention, football)",,"empire (intervention, football)",0.091843689,,-0.198405924
"empirical (societies, challenges)",0.412890123,"empirical (noring, marty)",0.48760958,"empirical (heroes, clark)",0.305927172,"empirical (heroes, clark)",,"empirical (heroes, clark)",0.106962951,,-0.074719457
"employ (artificial, fbis)",0.405071816,"employ (175, census)",0.573505182,"employ (ft, award)",0.376854339,"employ (ft, award)",,"employ (ft, award)",0.028217477,,-0.168433366
"employed (clearing, nearly)",0.335651016,"employed (radio, south)",0.428662975,"employed (economic, replied)",0.278337962,"employed (economic, replied)",,"employed (economic, replied)",0.057313054,,-0.093011959
"employee (corporate, filed)",0.611806283,"employee (capabilities, meetings)",0.710042903,"employee (relating, misunderstand)",0.575205487,"employee (relating, misunderstand)",,"employee (relating, misunderstand)",0.036600796,,-0.09823662
"employees (employment, pet)",0.520902388,"employees (flaws, lengthy)",0.48662316,"employees (upset, financial)",0.356798347,"employees (upset, financial)",,"employees (upset, financial)",0.164104041,,0.034279228
"employer (researching, juan)",0.43985699,"employer (wires, contend)",0.584971725,"employer (independence, insure)",0.327674071,"employer (independence, insure)",,"employer (independence, insure)",0.112182919,,-0.145114735
"employers (habits, advocacy)",0.365930882,"employers (manufactured, utility)",0.427787534,"employers (springs, confirm)",0.267425539,"employers (springs, confirm)",,"employers (springs, confirm)",0.098505343,,-0.061856652
"employment (employees, advocacy)",0.48383785,"employment (insult, intention)",0.575564714,"employment (increasing, challenged)",0.384523286,"employment (increasing, challenged)",,"employment (increasing, challenged)",0.099314564,,-0.091726864
"empty (demand, shoot)",0.522751876,"empty (user, added)",0.616513304,"empty (powerful, rock)",0.409221782,"empty (powerful, rock)",,"empty (powerful, rock)",0.113530094,,-0.093761428
"emulation (16mb, svga)",0.44081469,"emulation (frontier, baby)",0.584056422,"emulation (386sx, downloaded)",0.372455884,"emulation (386sx, downloaded)",,"emulation (386sx, downloaded)",0.068358806,,-0.143241732
"emulator (xterm, tektronix)",0.372943732,"emulator (mwm, twm)",0.416639677,"emulator (compilers, xwindows)",0.315409104,"emulator (compilers, xwindows)",,"emulator (compilers, xwindows)",0.057534628,,-0.043695945
"en (forwards, strict)",0.361308061,"en (files, confiscated)",0.39053913,"en (tables, advances)",0.302859221,"en (tables, advances)",,"en (tables, advances)",0.05844884,,-0.029231069
"enable (cuts, pressing)",0.349001927,"enable (rationale, import)",0.380112589,"enable (highway, inch)",0.325322451,"enable (highway, inch)",,"enable (highway, inch)",0.023679476,,-0.031110662
"enabled (gaining, magnetic)",0.387512336,"enabled (contents, password)",0.562582164,"enabled (ideally, executed)",0.291704297,"enabled (ideally, executed)",,"enabled (ideally, executed)",0.095808039,,-0.175069828
"enables (tongues, parameters)",0.498559735,"enables (countless, correction)",0.614569884,"enables (stored, manufacturers)",0.412357854,"enables (stored, manufacturers)",,"enables (stored, manufacturers)",0.086201881,,-0.116010149
"enclosed (impractical, shops)",0.349609181,"enclosed (monopoly, mall)",0.387284109,"enclosed (underway, latex)",0.274035153,"enclosed (underway, latex)",,"enclosed (underway, latex)",0.075574028,,-0.037674928
"encoded (encryption, cracks)",0.324012547,"encoded (inadequate, clothing)",0.39251397,"encoded (offset, pointer)",0.299934199,"encoded (offset, pointer)",,"encoded (offset, pointer)",0.024078348,,-0.068501423
"encounter (incredibly, concept)",0.452342661,"encounter (kid, exposure)",0.516385398,"encounter (risk, circumstances)",0.320262251,"encounter (risk, circumstances)",,"encounter (risk, circumstances)",0.13208041,,-0.064042737
"encountered (influenced, confident)",0.477501183,"encountered (conclude, publicity)",0.54985496,"encountered (complaints, introduction)",0.355361197,"encountered (complaints, introduction)",,"encountered (complaints, introduction)",0.122139986,,-0.072353777
"encourage (convincing, reserves)",0.451309472,"encourage (happens, establish)",0.47703666,"encourage (linked, tips)",0.281127522,"encourage (linked, tips)",,"encourage (linked, tips)",0.17018195,,-0.025727188
"encouraged (continued, comprehensive)",0.509212397,"encouraged (launch, equally)",0.683505855,"encouraged (extraordinary, treat)",0.409190688,"encouraged (extraordinary, treat)",,"encouraged (extraordinary, treat)",0.100021709,,-0.174293458
"encouraging (ages, criticizing)",0.4518393,"encouraging (minds, countries)",0.589517892,"encouraging (conservative, incompetent)",0.319437555,"encouraging (conservative, incompetent)",,"encouraging (conservative, incompetent)",0.132401745,,-0.137678592
"encrypt (diffiehellman, cryptosystems)",0.379344377,"encrypt (encrypting, cipher)",0.372974113,"encrypt (escrowed, ciphertext)",0.3003386,"encrypt (escrowed, ciphertext)",,"encrypt (escrowed, ciphertext)",0.079005777,,0.006370264
"encrypted (encryption, decrypt)",0.277423948,"encrypted (selective, assisted)",0.308348353,"encrypted (gauge, executables)",0.220498234,"encrypted (gauge, executables)",,"encrypted (gauge, executables)",0.056925714,,-0.030924405
"encrypting (escrow, encryption)",0.466366704,"encrypting (tap, honda)",0.470864875,"encrypting (isdn, entirety)",0.317684654,"encrypting (isdn, entirety)",,"encrypting (isdn, entirety)",0.14868205,,-0.004498171
"encryption (escrow, privacy)",0.438524648,"encryption (wiring, experienced)",0.447761394,"encryption (altered, obsolete)",0.319131585,"encryption (altered, obsolete)",,"encryption (altered, obsolete)",0.119393063,,-0.009236746
"encyclopedia (accuracy, 203)",0.376755544,"encyclopedia (editors, analyses)",0.446963126,"encyclopedia (creates, bogus)",0.302688139,"encyclopedia (creates, bogus)",,"encyclopedia (creates, bogus)",0.074067405,,-0.070207582
"end (long, part)",0.413778683,"end (go, without)",0.514484678,"end (given, best)",0.328608038,"end (given, best)",,"end (given, best)",0.085170645,,-0.100705995
"ended (ago, day)",0.389834908,"ended (student, period)",0.420039426,"ended (received, result)",0.317196006,"ended (received, result)",,"ended (received, result)",0.072638902,,-0.030204518
"endif (utilizing, solaris)",0.359110119,"endif (authorization, inconvenient)",0.411656147,"endif (mwm, imake)",0.323547663,"endif (mwm, imake)",,"endif (mwm, imake)",0.035562456,,-0.052546028
"ending (suspects, icon)",0.292933591,"ending (talks, albeit)",0.345033668,"ending (intention, believes)",0.249405794,"ending (intention, believes)",,"ending (intention, believes)",0.043527797,,-0.052100077
"endless (abolish, eggs)",0.362157141,"endless (gentile, contributing)",0.405078391,"endless (sessions, scratch)",0.297461327,"endless (sessions, scratch)",,"endless (sessions, scratch)",0.064695814,,-0.04292125
"endorsed (bosnians, heterosexuals)",0.345037197,"endorsed (salvation, benefits)",0.445788357,"endorsed (pardon, hearts)",0.254037638,"endorsed (pardon, hearts)",,"endorsed (pardon, hearts)",0.090999559,,-0.10075116
"endorsement (surprisingly, precautions)",0.419461458,"endorsement (britain, unlimited)",0.434369381,"endorsement (accomplished, shield)",0.327777536,"endorsement (accomplished, shield)",,"endorsement (accomplished, shield)",0.091683922,,-0.014907923
"ends (keeping, expect)",0.280617833,"ends (seeing, international)",0.315061734,"ends (granted, attempts)",0.239050077,"ends (granted, attempts)",,"ends (granted, attempts)",0.041567756,,-0.034443901
"enemies (disgusted, regard)",0.413813503,"enemies (taxes, tree)",0.502104655,"enemies (ritual, convenience)",0.314280431,"enemies (ritual, convenience)",,"enemies (ritual, convenience)",0.099533072,,-0.088291152
"enemy (war, collective)",0.399183139,"enemy (examined, returning)",0.468655873,"enemy (desire, tiny)",0.311648741,"enemy (desire, tiny)",,"enemy (desire, tiny)",0.087534398,,-0.069472734
"energy (natural, chemical)",0.389174978,"energy (protects, block)",0.481900505,"energy (known, object)",0.300278121,"energy (known, object)",,"energy (known, object)",0.088896857,,-0.092725527
"enforce (constitutional, hire)",0.344689349,"enforce (receiver, level)",0.372523395,"enforce (practices, judged)",0.293987861,"enforce (practices, judged)",,"enforce (practices, judged)",0.050701488,,-0.027834046
"enforced (helicopter, filing)",0.518635262,"enforced (tap, raid)",0.636549637,"enforced (generals, concealed)",0.367311857,"enforced (generals, concealed)",,"enforced (generals, concealed)",0.151323405,,-0.117914375
"enforcement (fbi, constitutional)",0.459762044,"enforcement (headed, suspended)",0.494728361,"enforcement (ignoring, emotional)",0.292124232,"enforcement (ignoring, emotional)",,"enforcement (ignoring, emotional)",0.167637812,,-0.034966317
"enforcing (militarily, clarification)",0.394171409,"enforcing (construed, hearings)",0.455904285,"enforcing (identifying, adopt)",0.327689667,"enforcing (identifying, adopt)",,"enforcing (identifying, adopt)",0.066481742,,-0.061732876
"eng (padres, associates)",0.394435754,"eng (geometric, pov)",0.429239232,"eng (cipher, fda)",0.323841239,"eng (cipher, fda)",,"eng (cipher, fda)",0.070594515,,-0.034803478
"engage (aviation, social)",0.350502169,"engage (guarantee, implications)",0.414794809,"engage (practices, angry)",0.293186214,"engage (practices, angry)",,"engage (practices, angry)",0.057315955,,-0.06429264
"engaged (forces, activities)",0.361389672,"engaged (dated, aids)",0.39985164,"engaged (addressed, drug)",0.267736393,"engaged (addressed, drug)",,"engaged (addressed, drug)",0.093653279,,-0.038461968
"engaging (sex, invitation)",0.402632435,"engaging (motorcycle, exclusion)",0.42576471,"engaging (cops, irrational)",0.294433363,"engaging (cops, irrational)",,"engaging (cops, irrational)",0.108199072,,-0.023132275
